,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
98413,5OmuCo0kdvWQZXidGuxrsw,"""NY Slicers Deli""","""835 N 43rd Ave""",Phoenix,AZ,85009,33.4572215,-112.1510793,4.5,127,1,Caterers;Delis;Event Planning & Services;Restaurants;Salad;Sandwiches;Food
98444,xyrQByVfX47bstcmP_k1BA,"""Mariscos Camaron Pela'o""","""3275 East McDowell Rd""",Phoenix,AZ,85008,33.4652069,-112.01096670000001,4.5,16,1,Mexican;Seafood;Restaurants;Tacos;Latin American
98454,qv41uNpcTUIwePP4H8zyEg,"""Kool Jerk""","""5642 N 27th Ave""",Phoenix,AZ,85017,33.5195347,-112.11738670000001,4.0,16,0,Restaurants;Nightlife;Food;Chicken Shop;Caribbean;Specialty Food;Event Planning & Services;Bars;Caterers;Chicken Wings;Ethnic Food
98468,fIpGcpjBnyiILi8M2wJSUw,"""Taqueria El Pastorcito D.F""","""5060 W Bethany Home Rd, Ste 1""",Glendale,AZ,85301,33.5243159,-112.1676735,4.0,21,1,Mexican;Restaurants
98546,tEz-_4c1dxqClu9GdX24MQ,"""Mike's Bistro""","""13761 W Bell Rd, Ste 213""",Surprise,AZ,85374,33.637069,-112.3560801,4.0,19,0,Restaurants;Greek;Italian
98549,AZL7uziAs4a9SgZnzzahDg,"""My Thai Bowl""","""1065 E Baseline Rd""",Gilbert,AZ,85233,33.378517200000005,-111.8103483,4.5,28,1,Restaurants;Thai
98589,zDyv4CoaYvAgQhgr1IK1sg,"""Claim Jumper""","""1530 W Baseline Rd""",Tempe,AZ,85283,33.3789,-111.9646933,3.0,293,1,American (Traditional);Restaurants
98596,E1SXF31D-63sBzvCguc0LQ,"""Keep It Simple""","""13803 N 19th Ave""",Phoenix,AZ,85023,33.612162,-112.099112,2.5,7,0,Hot Dogs;Restaurants;Burgers
98618,rydwhaJPcQhxHlHO0PMZMQ,"""Mucha Lucha Taco Shop""","""4568 E Cactus Rd, Ste 110""",Phoenix,AZ,85032,33.602694192399994,-111.983230859,4.0,39,1,Mexican;Restaurants
98663,MM572Htt9k_e96IKNyCEtA,"""stonegrill""","""5350 East Marriott Drive""",Phoenix,AZ,85054,33.683465364,-111.96589708299999,3.5,60,1,Bars;Mexican;African;Comfort Food;Breakfast & Brunch;Hotel bar;American (Traditional);Restaurants;Nightlife
98664,TkEMlu88OZn9TKZyeY9CJg,"""Mastro's City Hall""","""6991 E Camelback Rd""",Scottsdale,AZ,85251,33.5012412,-111.9313997,4.5,785,1,Steakhouses;American (Traditional);Seafood;Restaurants
98672,rBov6r5SySep-XMYayAITQ,"""Kneaders Bakery & Cafe""","""14183 W Bell Rd""",Surprise,AZ,85374,33.6381751,-112.3655277,3.0,121,1,Food;Bakeries;Cafes;Restaurants
98720,g-Q3rLkyGT-TtiRgE-PvgA,"""Canton Dragon Asian Grill And Bar""","""10190 N 90th St, Ste 101""",Scottsdale,AZ,85258,33.578855100000006,-111.8869343,3.0,75,1,Breakfast & Brunch;Burgers;Chinese;Asian Fusion;Noodles;Restaurants
98722,EYwmKq1hT8qYAF9hBlqjKw,"""Tru Sushi""","""4252 N Drinkwater Blvd""",Scottsdale,AZ,85251,33.497292,-111.9223571,5.0,5,0,Event Planning & Services;Cocktail Bars;DJs;Nightlife;Restaurants;Bars;Sushi Bars
98779,aRfbdokghfAtpvos_GBk2Q,"""Crazy Buffet""","""1859 S Stapley Dr""",Mesa,AZ,85204,33.380038899999995,-111.8070834,3.0,19,0,Buffets;Restaurants
98800,K5iFoFNnV0o5GbaSp8d38g,"""Two Seasons Cafe""","""6320 E Main St""",Mesa,AZ,85205,33.4155576912,-111.69475525600001,5.0,14,1,Restaurants;Cafes
98815,bH3xVTnb_5w6k7ILK82Kaw,"""McDonalds""","""3501 W Bethany Home Rd""",Phoenix,AZ,85019,33.5236845484,-112.134569665,1.0,7,1,Food;Burgers;Restaurants;Fast Food
98836,fcAohmQ8G6p9XUWI348gTQ,"""Fat Cat Restaurant and Lounge""","""98 S San Marcos Pl""",Chandler,AZ,85225,33.3024823,-111.8422821,3.5,6,0,Bars;Nightlife;Restaurants;Lounges;American (New)
98839,6G0w6rSvl964Lt8qumF3hA,"""Com Tam Thuan Kieu""","""66 S Dobson Rd, Ste 141""",Mesa,AZ,85202,33.4133505,-111.8759922,4.0,118,1,Vietnamese;American (New);Restaurants;Salad;Seafood
98860,euL4wrPoczkOBkS93pxv5A,"""Macayo's Mexican Restaurants""","""12637 S 48th St""",Phoenix,AZ,85044,33.3318825,-111.98043529999998,3.0,132,1,Restaurants;Mexican
98875,sV7EW4BNZtx4UGayzLQjeQ,"""Plaza Bonita""","""1717 S Rural Rd""",Tempe,AZ,85281,33.409272200000004,-111.926296,4.5,4,0,Mexican;Restaurants
98877,7cIsnVpbiIpVkXZCMJyAtg,"""McDonald's""","""99TH And Lower Buckeye Rd""",Tolleson,AZ,85353,33.4207670645,-112.27150788600001,1.5,11,1,Burgers;Restaurants;Fast Food
98888,YM0eGFRw4Sio8qBlcIYFoA,"""Cruisers""","""1942 E Broadway Rd""",Mesa,AZ,85204,33.4081276,-111.7895074,4.0,10,0,Restaurants;Burgers;Chicken Wings;Fast Food
98895,HNy2_rt86gfZMCM4qsVvFw,"""Arts All American Cafe""","""1724 W Van Buren""",Phoenix,AZ,85007,33.451517200000005,-112.09678670000001,4.5,17,1,Diners;Restaurants;American (New);Cafes
98903,n8KZA9G4FvGqDBWIscpz9Q,"""AJK Chinese Cusine""","""1535 N Dysart Rd, Ste A-3""",Avondale,AZ,85392,33.4617520782,-112.338214117,4.0,77,1,Chinese;Restaurants
98913,PtyCmMC1PM6OBYK31_qcrA,"""Bol Italia""","""1065 W Queen Creek Rd""",Chandler,AZ,85248,33.2617999,-111.8602743,4.5,4,0,Italian;Restaurants
98916,yB3v-Ad3ILCdw8Wpe4h3WQ,"""Kirks Korner""","""10634 N 51st Ave""",Glendale,AZ,85304,33.582306700000004,-112.16884509999998,4.0,17,1,Sports Bars;American (Traditional);Bars;Pool Halls;Nightlife;Restaurants
98929,oS5_dqKpe97KCGDmet2FJg,"""Freddy's Frozen Custard & Steakburgers""","""3476 W Frye Rd""",Chandler,AZ,85226,33.2988305416,-111.90033957,3.5,89,1,Ice Cream & Frozen Yogurt;Food;Restaurants;American (Traditional)
98935,H9tJl_ntsan-YSZElKKK2w,"""3on Smith Cafe""","""3701 E Indian School Rd""",Phoenix,AZ,85018,33.4949109022,-112.001944382,4.5,158,1,Restaurants;American (New);Breakfast & Brunch;Sandwiches
98947,8_OC5IZgjrRtfpiYQIQEDg,"""Cooper's BBQ""","""1605 S Gilbert Rd, Ste 102""",Gilbert,AZ,85295,33.31081,-111.77201200000002,4.0,4,0,Barbeque;Event Planning & Services;Restaurants;Caterers
98948,z5F22tePXRvbOQd0O4tgww,"""Iceberg Drive Inn""","""2333 S Val Vista Dr""",Gilbert,AZ,85295,33.307798999999996,-111.75490500000001,3.0,100,0,Desserts;American (Traditional);Ice Cream & Frozen Yogurt;Burgers;Restaurants;Food
98956,5euk5_UKqnAWcrbOPNYt0g,"""Chanpen Thai Cuisine""","""2700 W Baseline Rd""",Tempe,AZ,85283,33.378628300500004,-111.976940357,4.5,265,1,Noodles;Restaurants;Thai;Chicken Wings
98960,EX3wTLh4gOVF7RQ0ulGYPw,"""Tatum's Restaurant""","""4415 E Paradise Village Pkwy S""",Phoenix,AZ,85032,33.595732299999995,-111.98569309999999,3.0,8,1,Restaurants
98969,boFrQQWEXyNe79kQ_DOjYA,"""Corta Bella Golf Club""","""22129 N Mission Dr""",Sun City,AZ,85375,33.6862489,-112.343671,3.5,4,1,Country Clubs;Supper Clubs;American (New);Restaurants;Arts & Entertainment
98970,AnOb3EDRIwfVayPWddr78g,"""Majerle's Sports Grill""","""3095 W Chandler Blvd""",Chandler,AZ,85226,33.3047266985,-111.897682196,3.0,124,1,American (New);Restaurants
98971,5T6Binl4ayX1qJ5RD7Xu_g,"""Five Guys""","""3395 W Chandler Blvd, Ste 5""",Chandler,AZ,85226,33.3052128,-111.9000019,3.0,61,1,Restaurants;Burgers;American (New);Fast Food
98998,nCIcVDlT2K5TBRFkAUlhDA,"""KFC""","""20 E Baseline Road""",Phoenix,AZ,85042,33.3779,-112.073,1.5,32,1,Chicken Wings;Fast Food;Food;Pizza;Restaurants
99025,aXRrMXXoAN7lawHICgmsxw,"""The Dressing Room""","""220 E Roosevelt St""",Phoenix,AZ,85004,33.4588117,-112.0703636,4.5,188,1,Restaurants;Food;Tacos;Japanese;Salad;Burgers;Desserts;Mexican;Street Vendors;Breakfast & Brunch;Coffee & Tea
99030,Ns20WGWn6s6niKAGIQB4UQ,"""Crescent Ballroom""","""308 N 2nd Ave""",Phoenix,AZ,85003,33.4517783,-112.07683540000001,4.0,493,1,Arts & Entertainment;Music Venues;Restaurants;Bars;Lounges;Nightlife;Mexican
99031,GtX-vWZHiGly1OI-Rgq42A,"""Lager Fields' Micropub and Grill""","""Parkway West, 12601 N Paradise Village""",Phoenix,AZ,85073,33.6421785,-112.01023870000002,3.0,5,0,Nightlife;Restaurants;Bars;American (Traditional)
99035,zOL260xaXDYZZPBItzALxQ,"""MacAlpine's Diner & Soda Fountain""","""2303 N 7th St""",Phoenix,AZ,85006,33.4732278,-112.0647459,4.0,307,1,Food;Antiques;Ice Cream & Frozen Yogurt;Shopping;Comfort Food;American (Traditional);Sandwiches;Restaurants;Burgers
99057,oq3_SSdu6ivLRjlZ4utOVg,"""La Carreta De Lily""","""2902 W Van Buren St""",Phoenix,AZ,85009,33.4518776,-112.1222752,4.0,13,1,Restaurants;Mexican
99076,-jKBFjNTbiafSdunQy6dlQ,"""Mandarin Super Buffet""","""1501 W Bethany Home Rd""",Phoenix,AZ,85015,33.524008,-112.09119199999999,2.5,104,1,Restaurants;Buffets
99080,yDKmcWQ_Zycr4ekLV4CqFg,"""Sushi Mishima Restaurant""","""5534 E Thomas Rd""",Phoenix,AZ,85018,33.4800519,-111.9618902,3.0,4,0,Japanese;Restaurants
99115,6t7mlTVjDA9fhuFAZmVzAQ,"""Portillo's Hot Dogs""","""65 S McClintock Dr""",Tempe,AZ,85281,33.4298013872,-111.90861850700001,3.5,569,1,Restaurants;Burgers;Salad;Hot Dogs
99124,9wxQFibHhvh8yNWQQlOi6g,"""Flame Broiler""","""950 E Bell Rd, Ste 140""",Phoenix,AZ,85022,33.6410021125,-112.06018008299999,4.5,9,1,Fast Food;Restaurants;Asian Fusion
99138,2jCAexsllJ9D8R7Dl7_LJw,"""My Greek Corner Restaurant""","""13746 W Bell Rd""",Surprise,AZ,85374,33.641428999999995,-112.354776,3.5,50,0,Greek;Restaurants
99139,yCK1Ok69D7TSWJESZQZHiQ,"""Yama Sushi House""","""4750 North Central Ave""",Phoenix,AZ,85012,33.507142,-112.074395,4.5,246,1,Bars;Japanese;Restaurants;Nightlife;Sushi Bars;Wine Bars
99144,ZydyGO4Zj0xUZ9Gzt57DEA,"""Giant Rustic Pizza""","""39508 W Daisy Mountain Dr, Ste 158""",Phoenix,AZ,85086,33.843578,-112.130575,3.0,30,1,Restaurants;Pizza;Salad;Sandwiches
99151,PNTyiqS7R-0c1ofxOfDijQ,"""Cafe Monarch""","""6939 E 1st Ave""",Scottsdale,AZ,85251,33.494225,-111.93146100000001,4.5,576,1,Restaurants;Cocktail Bars;American (Traditional);Food;Bars;Nightlife;American (New);Wine Bars;Desserts
99153,VDcBThHQHE8dTFdoghQwFA,"""Papa Murphy's""","""3900 W Ray Rd""",Chandler,AZ,85226,33.3204869,-111.90861470000002,4.0,27,1,Restaurants;Pizza
99170,wKygoTySngb2gaL6edvoDw,"""Yummy Grill Buffet""","""2100 S Gilbert Rd, Ste100""",Chandler,AZ,85286,33.2762606274,-111.791338921,2.5,11,0,Restaurants;Chinese;Buffets
99173,J07TDs6qnTIaxm48EL1cKQ,"""Hula's Modern Tiki""","""4700 N Central Ave""",Phoenix,AZ,85012,33.506234,-112.07410800000001,4.0,999,1,Restaurants;Caribbean;Seafood;Hawaiian
99207,-MKWJZnMjSit406AUKf7Pg,"""Barrelhouse American Kitchen & Cocktails""","""2050 N Alma School Rd, Ste 8""",Chandler,AZ,85224,33.336012407300004,-111.859687015,4.0,172,0,American (New);Restaurants
99212,aeYMUiOTCwHA6xDsZgUmcg,"""Oma's Place""","""1038 W Southern Ave""",Mesa,AZ,85210,33.394439299999995,-111.8541615,5.0,18,0,Restaurants;German;Soup;Sandwiches
99217,UzjCvrNuK4crxi0IS9Jp5A,"""Maya New York Pizza Bar""","""223 E Brown Rd""",Mesa,AZ,85201,33.434384,-111.82608400000001,3.0,95,1,Mediterranean;Restaurants;Pizza;Nightlife;Bars;Sports Bars;Italian
99218,-4g68Hwm892_KPUuW5g1_Q,"""Jimmy John's""","""840 E Southern""",Tempe,AZ,85282,33.393322091,-111.926615071,2.5,40,1,Food;Sandwiches;Food Delivery Services;Restaurants;Delis
99261,EPkV2_H0TRcARa-2IFZ-2A,"""Papa John's Pizza""","""524 W Broadway Rd""",Tempe,AZ,85282,33.408057899999996,-111.94693559999999,2.0,3,1,Pizza;Restaurants
99274,aEs7Qle2Ah49dwaf3QNU1w,"""Dirty Drummer""","""2303 N 44th St, Ste 8""",Phoenix,AZ,85008,33.4737513072,-111.986316621,4.0,65,1,Sports Bars;Bars;Nightlife;Restaurants
99280,qy2uJwO1D8pT96SwGY3ubg,"""Jack in the Box""","""9840 W Happy Valley Rd""",Peoria,AZ,85383,33.7102237636,-112.269834449,3.5,13,1,Restaurants;Fast Food
99283,QtnByPwbb50VsacwD4D1kA,"""Burger King""","""5841 W Thunderbird Rd""",Glendale,AZ,85306,33.6102556,-112.18443070000001,2.0,17,1,Restaurants;Burgers
99311,sk2L4KcJbkkF6eHfjitGpg,"""Big Earl's BBQ""","""7213 E 1st Ave""",Scottsdale,AZ,85251,33.493764,-111.925767,3.0,122,0,Barbeque;Restaurants
99335,Wg4jlAgOUB51aX1c3ex9GQ,"""Sushi Sen""","""7001 N Scottsdale Rd, Ste 154""",Scottsdale,AZ,85253,33.539308399999996,-111.92263059999999,4.0,59,1,Seafood;Japanese;Restaurants;Sushi Bars;Ramen
99343,8nNB_yG1gzVpbqNH2EBucg,"""Z'Tejas""","""7221 W Ray Rd""",Chandler,AZ,85226,33.319228,-111.967855,3.5,296,1,Restaurants;Tex-Mex;Sandwiches;Mexican;Bars;Nightlife
99344,IZDGxg1vdlK0-TFQ018-Sg,"""McDonald's""","""2667 W Camelback Rd""",Phoenix,AZ,85017,33.509198100000006,-112.11671129999999,3.0,15,1,Burgers;Restaurants;Fast Food
99365,86AlQmjMfkxZgH5UquSOPg,"""Hey Joe! Filipino Street Food Truck""","""""",Phoenix,AZ,85004,33.452829200000004,-112.0685027,4.0,53,0,Food Trucks;Food Stands;Filipino;Restaurants;Food
99369,T1CJ_QHjlAKzNJkNMWkh8Q,"""Starpointe Cafe""","""17665 Elliot Rd""",Goodyear,AZ,85338,33.355345299999996,-112.4410139,4.5,7,0,Restaurants;Cafes;American (Traditional);Gastropubs
99389,XPgurhZwZgNAwHcrpoe3Zg,"""Niccoli's Italian Grocery & Deli""","""6102 N 16th St""",Phoenix,AZ,85016,33.525883799999995,-112.047946,4.5,143,1,Food;Delis;Restaurants;Italian;Sandwiches;Pizza;Grocery
99391,xceERetY6Q9Pu_BQ32xpeA,"""El Bravo Sky Harbor""","""3800 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4378066227,-111.99663537,2.5,79,1,Restaurants;Mexican
99423,tCkd8eAx2mR0oioQcqkxPw,"""Mucho Macho Taco""","""5341 N 7th Ave""",Phoenix,AZ,85013,33.5163421,-112.0822543,4.0,185,1,Mexican;Tex-Mex;Fast Food;Restaurants
99434,5J1SoLkAM2zAOKqrRB7rCQ,"""King of Gyros""","""1342 W Warner Rd, Ste B106""",Tempe,AZ,85284,33.3349816,-111.9619928,4.5,180,1,Restaurants;Mediterranean;Greek
99443,NiJPy6P9p1KsH-28cTINjQ,"""Whataburger""","""8922 W Bell Rd""",Peoria,AZ,85382,33.6385557638,-112.25118984299999,3.5,50,1,Burgers;Restaurants;Fast Food;American (Traditional)
99450,9R4cc0f_sM4V1eT3qBGyUw,"""Charleys Philly Steaks""","""6555 E Southern Ave""",Mesa,AZ,85206,33.393886,-111.68981000000001,3.5,9,1,Sandwiches;Restaurants
99503,aPXqM0otWirctn5d4HkTNQ,"""Imperial Garden Chinese Buffett""","""1575 E Camelback Rd""",Phoenix,AZ,85014,33.5089548,-112.0483091,3.0,3,0,Chinese;Restaurants;Buffets
99504,-qbYIpY84C9xBWc9g5rl5g,"""Denny's""","""2801 No Black Cyn""",Phoenix,AZ,85009,33.4797521363,-112.112199515,2.0,41,1,Breakfast & Brunch;Diners;Restaurants;American (Traditional)
99513,nSTDc9_ETRO9mZwvc-WY9w,"""Guerrero's""","""2148 E Apache Blvd""",Tempe,AZ,85281,33.414866499999995,-111.89398290000001,4.0,21,0,Restaurants;Mexican
99518,y1u4TdxkvBowbpDJyS4vYQ,"""Sunrise Cafe""","""1825 E University Dr""",Tempe,AZ,85281,33.4218916,-111.90924170000001,4.5,3,0,Restaurants;Cafes
99521,97w3hi6ngScJquXakwTWuA,"""Ah-So Sushi & Steak""","""2450 W Happy Valley Rd, Ste 1141""",Phoenix,AZ,85085,33.7144779,-112.1119447,3.0,222,1,Restaurants;Japanese
99539,H1-zZLRJffALrGwb__qUmg,"""Gilbert Food Truck Food Court""","""385 N Gilbert Rd""",Gilbert,AZ,85233,33.3442751,-111.7896489,4.0,13,1,Food Stands;Restaurants;Food;Soul Food;Food Trucks
99554,U3TUTWRqbW9WeLeWMxi2tw,"""Heng's Kitchen""","""66 S Dobson Rd, Ste 127""",Mesa,AZ,85202,33.4133505,-111.8759922,4.0,43,1,Chinese;Restaurants
99556,sXb10GDdCLxS16iTrEzqOg,"""Jewel's Cupcakes""","""6935 N 10th St""",Phoenix,AZ,85014,33.537649,-112.060401,5.0,10,0,Specialty Food;Restaurants;Cafes;Food;Bakeries
99561,ebL8hN0iieaa3rClnDfLlw,"""Thai Chili 2 Go""","""4984 S Power Rd, Ste 101""",Mesa,AZ,85212,33.3257131,-111.6874531,4.0,101,1,Thai;Restaurants
99621,zSicVxnJHV8indit0oFuNw,"""South Mountain Cafe""","""5630 S Central Ave""",Phoenix,AZ,85040,33.394653999999996,-112.0738511,4.5,72,0,American (New);Restaurants;Breakfast & Brunch;Cafes;Mexican;Diners
99636,p9v9Sl2g_ibaajWvO0NjkQ,"""Yard House""","""21001 North Tatum Blvd""",Phoenix,AZ,85050,33.676234043499996,-111.971177271,3.5,470,1,Cocktail Bars;American (Traditional);American (New);Wine Bars;Asian Fusion;Steakhouses;Restaurants;Seafood;Beer Bar;Nightlife;Bars;Vegetarian
99637,fGw9HRq8fdP9fMtZclTt8g,"""Schlotzsky's""","""1520 West Bell Rd""",Phoenix,AZ,85023,33.6405614,-112.0918742,3.5,41,1,Food;Delis;Pizza;Sandwiches;Cafes;Fast Food;Bakeries;Restaurants
99649,X-ZAD3eMkThGL9hrKdQooQ,"""Papa Joe's Fish-N-Que""","""2019 W Bethany Home Rd""",Phoenix,AZ,85015,33.5237351,-112.1025545,4.5,199,1,Fish & Chips;Restaurants;Barbeque
99652,OqDtFvYZYFNhxaKsFB0zfg,"""Taco Bell""","""15776 N Frank Lloyd Wright Blv""",Scottsdale,AZ,85260,33.62941,-111.88937,2.0,29,1,Fast Food;Restaurants;Tex-Mex;Mexican
99657,mxK5rU9bikniqrHw7D6cEg,"""Economic Equipment Locator""","""2925 W Whitton Ave""",Phoenix,AZ,85017,33.489554999999996,-112.12205700000001,5.0,10,1,Appliances;Furniture Stores;Shopping;Kitchen & Bath;Appliances & Repair;Local Services;Professional Services;Restaurant Supplies;Wholesale Stores;Restaurants;Wholesalers;Home & Garden
99658,gw6aVsdno8U8DEl0F404fg,"""Gino's Coast To Coast""","""13623 N 32nd St""",Phoenix,AZ,85032,33.6104924,-112.01312649999998,3.0,26,0,Restaurants;American (Traditional)
99678,z_lDO8d8nkSmcvTjB4N69A,"""Graz Kitchen Fresh""","""505 S Chandler Village Dr""",Chandler,AZ,85226,33.294406699999996,-111.9014695,4.5,215,1,Sandwiches;Salad;Breakfast & Brunch;Cafes;Food;Restaurants;Juice Bars & Smoothies;American (Traditional);Vegetarian
99708,9t9n0QsonQDYrT4vJuugXg,"""Grotto Cafe""","""6501 E Cave Creek Rd, Ste 8""",Cave Creek,AZ,85331,33.83235620000001,-111.94083959999999,4.5,145,1,American (New);Cafes;Food;Bagels;Breakfast & Brunch;Beer;Wine & Spirits;Restaurants;Coffee & Tea
99711,kCwVs1j1wfTAnzdQCM--qQ,"""Cafe 99""","""11001 N 99th Ave""",Peoria,AZ,85345,33.5837549,-112.2720793,3.0,30,0,Cafes;Restaurants;Breakfast & Brunch;Diners
99728,3BYLel7hPVEXzzVSHHEwHA,"""Aioli Gourmet Burgers and Catering Food Truck""","""10652 N 32nd St""",Phoenix,AZ,85028,33.5839175,-112.0141794,4.5,108,1,Food;Burgers;Food Trucks;Restaurants
99729,QV2echCErxFY4VbH-z6eOg,"""Fatburger""","""414 S Mill Ave""",Tempe,AZ,85281,33.4259647,-111.9402513,3.0,47,0,Fast Food;Restaurants;American (Traditional);Burgers
99730,PWW_jT4tHP_r1S18ePJyTQ,"""Herb 'n Flavors""","""1845 E Broadway Rd, Ste 127""",Tempe,AZ,85281,33.4065733395,-111.90811157200001,4.0,169,0,Mediterranean;Italian;Restaurants;American (New);Gluten-Free
99731,E3qxMkbKxQR6Aca36c53GA,"""Helpings Cafe, Market and Catering""","""3333 E Van Buren St""",Phoenix,AZ,85008,33.4508289,-112.00945320000001,5.0,45,1,Salad;Sandwiches;Restaurants;Cafes
99751,4zsGtAFbuDi30O43O4JWmg,"""Picosito Mexican Grill""","""8240 W Lower Buckeye Rd""",Phoenix,AZ,85043,33.423507199999996,-112.2371325,3.0,29,1,Restaurants;Mexican
99753,vQbRA1rqSFz7R5JNyaNILg,"""Great Steak""","""2000 E. Rio Salado Parkway, Space 1215""",Tempe,AZ,85281,33.4329265,-111.90557549999998,2.5,10,0,Restaurants;Cheesesteaks;Sandwiches;Breakfast & Brunch
99772,i3MWkfRgwqPYMKyL9Mk_Pg,"""Pho A.V""","""3202 E Greenway Rd, Ste 1289""",Phoenix,AZ,85032,33.6281167723,-112.01163707,4.0,213,1,Vietnamese;Restaurants
99774,S37sKRRfkhFZRpxaYzWo_A,"""China Magic Noodle House""","""2015 N Dobson Rd, Ste 2""",Chandler,AZ,85224,33.3355999912,-111.87392567399999,4.0,505,1,Noodles;Restaurants;Chinese
99834,-pfWtzvY8iNTFjDPXU1Kcw,"""Joyfull Cafe""","""4925 W Bell Rd""",Glendale,AZ,85308,33.63789310000001,-112.16694879999999,4.0,18,0,Restaurants;Cafes
99900,xlPWG6xdtXMO1rzZEaLmog,"""Buono's""","""2820 S Alma School Rd, Ste 8""",Chandler,AZ,85286,33.2644333,-111.8601,3.5,13,0,Pizza;Italian;Restaurants
99924,WGQpjj6eA6mRBxp4XST6Ig,"""White Tank Library""","""20304 W White Tank Mountain Rd""",Waddell,AZ,85355,33.5670879,-112.4977635,4.5,21,1,Pizza;Public Services & Government;Restaurants;Libraries
99946,fu8ZdJMcX6GSVf3BbWOsgg,"""Fuego Cantina""","""830 E Greenway Pkwy""",Phoenix,AZ,85022,33.6379062,-112.0626763,3.0,39,0,Nightlife;Sports Bars;Bars;Restaurants;Diners
99948,5eNMMKB66grSjG3VBj0G-Q,"""Carl's Jr.""","""31414 N Cave Creek Rd""",Cave Creek,AZ,85331,33.770663899999995,-111.982152,2.0,17,0,Restaurants;Fast Food
99971,CpJRzbebSyHwOFNsOixK1w,"""Devil's Mo""","""1024 E Vista Del Cerro Dr""",Tempe,AZ,85281,33.410406072600004,-111.922765786,4.5,9,1,Fast Food;Chinese;Restaurants
99996,2X07EuED0jY5C5hKQovfBA,"""Cafe At Desert Ridge""","""20910 N Tatum Blvd, Ste 100""",Phoenix,AZ,85050,33.6747352101,-111.98006343600001,4.0,41,0,Restaurants;Tapas/Small Plates;Cafes;Breakfast & Brunch;Salad;American (New);Diners
99997,Veb_YSP2PL3xGbu9JJVuOA,"""Casa De Don Pancho""","""7124 N 35th Ave""",Phoenix,AZ,85051,33.5413162243,-112.134895199,4.5,38,1,Mexican;Restaurants
100026,xy6JUuTJ8SEQsIx6wL3OTQ,"""Snowtime""","""2095 North Dobson Rd, Ste A-6""",Chandler,AZ,85224,33.3372501,-111.8753212,5.0,54,1,Food;Korean;Coffee & Tea;Shaved Snow;Desserts;Shaved Ice;Restaurants
100030,MALMIau2ZTVhW5AikFVl3w,"""Barro's Pizza""","""1880 S Alma School Rd""",Chandler,AZ,85224,33.2783895,-111.8595021,3.5,81,1,Italian;Pizza;Restaurants
100040,-01XupAWZEXbdNbxNg5mEg,"""18 Degrees Neighborhood Grill""","""9375 E Bell Rd""",Scottsdale,AZ,85260,33.6392052827,-111.881924769,3.0,77,1,Sports Bars;Nightlife;Restaurants;American (Traditional);Bars
100061,cq6SQkWKVT3TH-6YzGFn4g,"""George's Famous Gyros & Pasta""","""20206 N 27th Ave""",Phoenix,AZ,85027,33.6701714773,-112.117982131,4.5,154,1,Greek;American (Traditional);Mediterranean;Restaurants
100088,jdLnAaARV_9LLMb1m_TPAQ,"""Sports Grill 101""","""8763 E Bell Rd""",Scottsdale,AZ,85260,33.6396856,-111.8915244,4.0,11,0,Restaurants;American (New)
100094,XHviODj3T9hesQPDGdPE1g,"""Teakwoods Tavern & Grill""","""5965 W Ray Rd""",Chandler,AZ,85226,33.318643300000005,-111.94332539999999,4.0,211,1,Bars;Nightlife;Burgers;Restaurants;American (Traditional);Sports Bars;Chicken Wings
100101,EFKx9EkhhcNCigMN9Cr05g,"""Subway""","""3446 W Camelback Rd, Ste 105""",Phoenix,AZ,85017,33.510211600000005,-112.13243899999999,3.5,3,1,Restaurants;Fast Food;Sandwiches
100114,1IbrFRdTTdPUG0Ne1pEXJA,"""George's Lakeview Cafe""","""10502 W Thunderbird Blvd""",Sun City,AZ,85351,33.6053090486,-112.285931222,4.0,14,1,Mediterranean;Restaurants;Greek;American (Traditional)
100124,UHMnvEITSspCVWTGRIKRaQ,"""Wagon Yard""","""2625 E Bell Rd""",Phoenix,AZ,85032,33.640032700000006,-112.0249314,3.5,87,1,American (Traditional);Restaurants;Bars;Nightlife;Breakfast & Brunch
100146,4yIOZXIYJiQlkqW_MUtVgQ,"""The Habit Burger Grill""","""1817 E Guadalupe Rd, Ste 102""",Tempe,AZ,85283,33.3628909681,-111.910665423,4.0,220,1,Burgers;Restaurants
100148,XkYZRw7T-LLnNEto8xG5cQ,"""Chili's Grill and Bar""","""2057 E Camelback Rd""",Phoenix,AZ,85016,33.5092616,-112.03762140000002,2.0,3,0,Bars;American (Traditional);Restaurants;Nightlife
100179,ChcUwAGAVoLXMsfI4vJ3DA,"""Smashburger""","""16955 N 75th Ave""",Peoria,AZ,85382,33.637865399999995,-112.2198581,2.0,3,1,Restaurants;Burgers
100226,QNx8JaWjmMUaKDY-tQrXhQ,"""Jack In the Box""","""9050 W Thomas Rd""",Phoenix,AZ,85037,33.4812347,-112.25468959999999,2.5,3,1,Fast Food;Restaurants
100291,Y7xXnGfdS6LbW2oSoG0QMA,"""Wienerschnitzel""","""2100 North Mcqueen Rd""",Chandler,AZ,85225,33.336451000000004,-111.8248533,3.0,24,1,Fast Food;Sandwiches;American (New);Restaurants;Hot Dogs
